Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3,h,895000,PI,13.5,3042,3,1,6,1063,133,1975,Moonee Valley,-37.7249,144.8728,Western Metropolitan,3464
3,h,805000,S,13.5,3042,3,1,1,0,105,1950,Moonee Valley,-37.7217,144.8783,Western Metropolitan,3464
3,u,752000,S,13.5,3042,3,1,1,265,130,1993,Moonee Valley,-37.7302,144.8855,Western Metropolitan,3464
3,t,7.00E+05,PI,13.5,3042,3,2,2,165,133,2009,Moonee Valley,-37.727,144.887,Western Metropolitan,3464
3,h,830000,S,13.5,3042,3,1,2,971,113,1960,Moonee Valley,-37.7186,144.876,Western Metropolitan,3464
2,h,675000,S,13.5,3042,2,1,1,612,100,1975,Moonee Valley,-37.7187,144.8765,Western Metropolitan,3464
3,h,1042000,S,13.5,3042,3,2,5,612,174,1950,Moonee Valley,-37.7173,144.8796,Western Metropolitan,3464
4,h,773000,S,13.5,3042,5,3,4,531,309,1980,Moonee Valley,-37.7263,144.8679,Western Metropolitan,3464
3,h,810000,PI,13.5,3042,3,3,2,555,192,1980,Moonee Valley,-37.7285,144.8694,Western Metropolitan,3464
3,h,715000,S,13.5,3042,3,2,2,422,126,1995,Moonee Valley,-37.7164,144.8792,Western Metropolitan,3464
3,t,540000,SP,13.5,3042,2,2,1,161,101,2010,Moonee Valley,-37.7231,144.8802,Western Metropolitan,3464
3,t,825000,SP,13.5,3042,3,2,1,293,102,1960,Moonee Valley,-37.72,144.8776,Western Metropolitan,3464
3,h,685000,S,13.5,3042,3,1,1,579,113,1975,Moonee Valley,-37.7226,144.8733,Western Metropolitan,3464
4,h,9.00E+05,S,13.5,3042,4,2,3,628,146,1975,Moonee Valley,-37.7256,144.8739,Western Metropolitan,3464
2,h,1275000,S,3.3,3206,2,1,0,120,82,1900,Port Phillip,-37.8459,144.9555,Southern Metropolitan,3280
3,h,2850000,PI,3.3,3206,3,2,0,211,198,1890,Port Phillip,-37.8481,144.9499,Southern Metropolitan,3280
3,h,1850000,S,3.3,3206,3,2,0,128,133,1890,Port Phillip,-37.8452,144.9488,Southern Metropolitan,3280
2,h,1436000,S,3.3,3206,2,1,0,130,81,1900,Port Phillip,-37.8431,144.9565,Southern Metropolitan,3280
4,h,2300000,S,3.3,3206,4,2,1,153,180,1880,Port Phillip,-37.8447,144.9523,Southern Metropolitan,3280
3,h,1800000,VB,3.3,3206,3,2,1,132,159,1996,Port Phillip,-37.8415,144.952,Southern Metropolitan,3280
2,h,2120000,S,3.3,3206,2,1,1,199,107,1900,Port Phillip,-37.8422,144.9554,Southern Metropolitan,3280
3,h,1800000,S,3.3,3206,3,2,1,90,122,1900,Port Phillip,-37.8421,144.9571,Southern Metropolitan,3280
3,h,2615000,S,3.3,3206,3,2,1,177,181,1880,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280
3,h,1370000,S,3.3,3206,3,2,2,0,85,2000,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280
2,h,1322500,S,3.3,3206,2,1,0,149,98,1890,Port Phillip,-37.8443,144.9481,Southern Metropolitan,3280
2,h,1562500,S,3.3,3206,2,1,0,141,83,1890,Port Phillip,-37.8424,144.9562,Southern Metropolitan,3280
3,h,2.00E+06,VB,3.3,3206,3,2,1,211,147,1900,Port Phillip,-37.847,144.9575,Southern Metropolitan,3280
3,h,3010000,S,3.3,3206,3,2,0,147,146,1890,Port Phillip,-37.8473,144.9551,Southern Metropolitan,3280
4,h,2800000,VB,3.3,3206,4,3,1,327,254,1910,Port Phillip,-37.8467,144.9475,Southern Metropolitan,3280
3,h,2100000,SP,3.3,3206,2,1,1,120,123,1900,Port Phillip,-37.8427,144.9546,Southern Metropolitan,3280
3,h,2.00E+06,PI,3.3,3206,3,1,1,238,131,1890,Port Phillip,-37.8461,144.9528,Southern Metropolitan,3280
1,u,442500,S,3.3,3206,1,1,0,0,34,1970,Port Phillip,-37.8421,144.9517,Southern Metropolitan,3280
4,h,4735000,S,3.3,3206,4,2,1,330,207,1910,Port Phillip,-37.8477,144.9558,Southern Metropolitan,3280
4,h,2140000,S,3.3,3206,3,2,1,183,145,1880,Port Phillip,-37.8434,144.9495,Southern Metropolitan,3280
2,h,980000,S,3.3,3206,2,1,0,79,68,1890,Port Phillip,-37.8387,144.9519,Southern Metropolitan,3280
3,h,1740000,PI,3.3,3206,3,2,2,147,134,1890,Port Phillip,-37.8448,144.9453,Southern Metropolitan,3280
1,h,985000,S,3.3,3206,1,1,0,81,54,1900,Port Phillip,-37.8411,144.9497,Southern Metropolitan,3280
4,h,2.00E+06,S,6.4,3078,3,2,4,853,263,1930,Darebin,-37.7707,145.0318,Northern Metropolitan,2211
4,h,1717500,S,6.4,3078,4,2,1,599,203,1925,Darebin,-37.7717,145.031,Northern Metropolitan,2211
5,h,2840000,S,6.4,3078,5,4,4,809,165,1910,Darebin,-37.775,145.0268,Northern Metropolitan,2211
2,u,525500,S,6.4,3078,2,1,1,88,60,1960,Darebin,-37.7791,145.0306,Northern Metropolitan,2211
2,t,805000,S,6.4,3078,2,2,3,155,140,2004,Darebin,-37.7804,145.0308,Northern Metropolitan,2211
4,h,1830000,S,6.4,3078,4,2,2,606,112,1970,Darebin,-37.7743,145.0316,Northern Metropolitan,2211
4,h,2100000,S,6.4,3078,4,2,2,575,271,2008,Darebin,-37.7723,145.0319,Northern Metropolitan,2211
3,h,865000,SP,6.4,3078,3,1,1,180,131,2010,Darebin,-37.7802,145.0243,Northern Metropolitan,2211
2,u,390000,VB,6.4,3078,2,1,1,0,60,1960,Darebin,-37.7773,145.0314,Northern Metropolitan,2211
2,u,512000,S,6.4,3078,2,1,1,0,61,1965,Darebin,-37.7805,145.0262,Northern Metropolitan,2211
4,h,1900000,SP,6.4,3078,4,2,2,556,272,1930,Yarra,-37.7844,145.0225,Northern Metropolitan,2211
4,h,1950000,S,6.4,3078,4,2,3,589,210,1920,Darebin,-37.7719,145.0309,Northern Metropolitan,2211
3,h,520000,VB,13.8,3018,3,2,1,352,242,2015,Hobsons Bay,-37.87,144.825,Western Metropolitan,5301
5,h,1525000,S,13.8,3018,5,3,3,729,268,2005,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301
2,t,720000,S,13.8,3018,2,1,2,292,125,2013,Hobsons Bay,-37.8687,144.8197,Western Metropolitan,5301
3,h,1120000,S,13.8,3018,3,1,2,506,120,1930,Hobsons Bay,-37.8693,144.8375,Western Metropolitan,5301
4,h,1780000,SP,13.8,3018,4,3,6,1057,220,1962,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301
3,u,630000,S,13.8,3018,2,1,2,311,94,1955,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301
3,h,660000,VB,13.8,3018,3,1,1,602,123,1955,Hobsons Bay,-37.8616,144.8116,Western Metropolitan,5301
2,u,580000,S,13.8,3018,2,1,1,225,93,1988,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301
3,h,1335000,S,13.8,3018,3,1,4,777,22,1953,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301
2,u,510000,S,13.8,3018,2,1,1,127,76,1990,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301
2,u,425000,S,13.8,3018,2,1,2,115,57,1980,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301
2,u,391000,SP,13.8,3018,2,1,1,0,65,1965,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301
4,h,845000,S,13.8,3018,4,1,2,745,130,1950,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301
3,u,730000,SP,13.8,3018,3,2,1,69,141,2014,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301
2,u,447000,S,13.8,3018,2,1,1,137,77,1990,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301
3,h,678000,S,13.8,3018,3,1,2,606,87,1950,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301
2,u,580000,PI,13.8,3018,2,2,1,175,76,2013,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301
3,h,840000,SP,13.8,3018,3,2,2,534,136,1965,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301
3,u,577000,S,13.8,3018,3,2,1,205,113,2007,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301
2,h,857000,SP,13.8,3018,2,2,1,675,100,1950,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301
3,u,730000,SP,13.8,3018,3,2,1,70,3,2014,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301
2,h,535600,SP,13.8,3018,2,1,1,154,91,1996,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301
5,h,1085000,S,11.1,3025,5,3,6,592,251,1965,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132
3,h,781000,S,11.1,3025,3,1,2,533,117,1970,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132
2,t,421000,S,11.1,3025,2,1,1,77,77,2009,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132
3,h,683000,S,11.1,3025,3,1,2,534,167,1967,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132
3,h,720000,VB,11.1,3025,3,2,1,0,130,2012,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132
3,h,588000,S,11.1,3025,3,1,1,328,118,1970,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132
3,h,710000,PI,11.1,3025,3,1,3,540,116,1960,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132
4,h,875000,SP,11.1,3025,3,1,4,559,169,1965,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132
3,h,675000,S,11.1,3025,3,2,2,171,109,2012,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132
3,h,708000,S,11.1,3025,3,1,2,585,97,1960,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132
4,h,693000,SP,11.1,3025,4,2,4,315,170,2008,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132
3,h,620000,SP,11.1,3025,5,2,2,276,100,2010,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132
3,h,728500,S,11.1,3025,3,1,1,531,157,1960,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132
3,h,931000,S,11.1,3025,3,2,1,590,160,1950,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132
3,h,815000,S,11.1,3025,3,2,3,555,130,1960,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132
4,h,1200000,SP,11.1,3025,4,1,4,633,158,1960,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132
2,u,292000,S,11.1,3025,2,1,1,153,70,1970,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132
2,u,599000,S,6.3,3143,2,1,1,0,76,1964,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
3,u,995000,S,6.3,3143,3,2,2,0,100,1998,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
3,t,1205000,S,6.3,3143,3,2,2,101,105,2000,Stonnington,-37.854,145.0135,Southern Metropolitan,4836
3,h,1939000,S,6.3,3143,3,2,2,296,150,1889,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836
3,h,1870000,S,6.3,3143,3,1,1,217,116,1888,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836
3,t,1918000,SP,6.3,3143,3,2,2,0,165,1995,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
3,h,2050000,S,6.3,3143,3,2,1,205,116,1910,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836
3,u,735000,PI,6.3,3143,3,2,1,2113,14,1970,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
1,h,1435000,SP,6.3,3143,2,2,1,144,107,1900,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836
1,u,280000,PI,6.3,3143,1,1,1,0,38,1975,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836
2,u,592500,S,6.3,3143,2,1,1,0,73,1970,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836
2,h,1210000,S,6.3,3143,2,1,0,249,96,1910,Stonnington,-37.8543,145.016,Southern Metropolitan,4836
4,h,2801000,S,6.3,3143,4,2,2,624,222,1900,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836
3,h,1800000,PI,6.3,3143,3,2,2,405,121,1910,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836
4,h,2200000,PI,6.3,3143,4,1,2,495,163,1900,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836
6,h,5525000,S,6.3,3143,5,3,4,1491,516,1935,Stonnington,-37.8602,145.013,Southern Metropolitan,4836
1,u,440000,SP,6.3,3143,1,1,1,0,53,1970,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836
3,h,1300000,VB,6.3,3143,2,1,2,212,106,1900,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836
2,u,704000,SP,6.3,3143,2,1,1,0,74,1969,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
2,u,620000,VB,6.3,3143,3,1,1,0,98,1970,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
3,h,1900000,S,6.3,3143,3,1,2,328,108,1900,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836
2,u,710000,S,6.3,3143,2,1,1,2471,80,1970,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
2,u,598000,S,6.3,3143,2,1,1,0,88,1970,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836
3,h,1285000,S,6.3,3143,3,1,2,186,80,1920,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836
2,u,520000,S,6.3,3143,1,1,1,0,76,1970,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836
4,h,3625000,S,6.3,3143,4,1,2,709,251,1900,Stonnington,-37.8574,145.016,Southern Metropolitan,4836
4,h,4200000,VB,6.3,3143,4,3,3,563,333,2000,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836
3,t,1101000,S,6.3,3143,3,1,2,103,3,2000,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836
3,h,3512500,S,6.3,3143,3,2,2,617,285,1998,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836
3,u,869000,S,6.3,3143,2,1,1,0,91,1940,Stonnington,-37.853,145.0264,Southern Metropolitan,4836
1,u,567000,S,6.3,3143,1,1,1,0,53,2013,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836
3,h,940000,S,5.9,3032,3,1,2,298,108,1920,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567
2,u,467000,SP,5.9,3032,2,1,1,0,62,1980,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567
3,h,1380000,SP,5.9,3032,3,2,2,277,174,1910,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567
2,u,490000,VB,5.9,3032,2,1,1,423,62,1970,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567
4,h,1850000,S,5.9,3032,4,3,1,478,270,1900,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567
3,h,971000,SP,5.9,3032,3,2,2,285,128,1900,Moonee Valley,-37.775,144.9091,Western Metropolitan,6567
2,h,710000,PI,5.9,3032,2,1,1,214,77,1890,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567
6,h,2425000,PI,5.9,3032,6,3,2,1014,435,1887,Moonee Valley,-37.7721,144.9184,Western Metropolitan,6567
2,h,750000,SP,5.9,3032,2,1,1,226,92,1920,Moonee Valley,-37.7745,144.9093,Western Metropolitan,6567
2,h,1053000,S,5.9,3032,2,1,1,269,109,1900,Moonee Valley,-37.7748,144.929,Western Metropolitan,6567
3,h,1377000,S,5.9,3032,3,1,1,417,168,1900,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567
3,h,970000,S,5.9,3032,3,1,2,350,125,1904,Moonee Valley,-37.7759,144.91,Western Metropolitan,6567
2,h,751000,PI,5.9,3032,2,1,1,118,79,1890,Moonee Valley,-37.7807,144.9288,Western Metropolitan,6567
2,h,950000,SP,5.9,3032,2,1,1,173,102,1900,Moonee Valley,-37.7731,144.9206,Western Metropolitan,6567
2,u,685000,S,5.9,3032,2,1,2,228,90,1995,Moonee Valley,-37.7718,144.9066,Western Metropolitan,6567
3,h,1230000,S,5.9,3032,4,1,2,594,148,1960,Moonee Valley,-37.7819,144.9064,Western Metropolitan,6567
2,h,770000,PI,5.9,3032,2,1,1,226,87,1900,Moonee Valley,-37.7774,144.9186,Western Metropolitan,6567
4,h,890000,SP,5.9,3032,4,1,1,300,185,1890,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567
3,h,1440000,S,5.9,3032,3,1,1,487,131,1900,Moonee Valley,-37.7725,144.9146,Western Metropolitan,6567
3,h,1.00E+06,PI,5.9,3032,3,2,2,440,120,1955,Moonee Valley,-37.7746,144.9031,Western Metropolitan,6567
3,h,1435000,S,5.9,3032,3,2,2,532,147,1950,Moonee Valley,-37.7737,144.904,Western Metropolitan,6567
1,u,390000,S,5.9,3032,1,1,1,0,58,1972,Moonee Valley,-37.7723,144.9094,Western Metropolitan,6567
3,h,1425000,PI,5.9,3032,3,2,2,495,139,1920,Moonee Valley,-37.7821,144.9055,Western Metropolitan,6567
4,h,1340000,S,5.9,3032,3,2,2,683,232,1978,Moonee Valley,-37.775,144.932,Western Metropolitan,6567
3,h,955000,S,5.9,3032,3,1,1,263,117,1910,Moonee Valley,-37.7753,144.9116,Western Metropolitan,6567
4,h,1100000,VB,5.9,3032,4,2,5,559,195,1920,Moonee Valley,-37.7791,144.9136,Western Metropolitan,6567
2,u,432000,S,5.9,3032,2,1,1,0,62,1978,Moonee Valley,-37.773,144.9303,Western Metropolitan,6567
4,h,1640000,S,5.9,3032,4,3,2,562,204,1890,Moonee Valley,-37.782,144.903,Western Metropolitan,6567
6,h,1430000,S,5.9,3032,4,2,1,461,286,1900,Moonee Valley,-37.78,144.9295,Western Metropolitan,6567
2,u,610000,SP,5.9,3032,2,1,1,301,104,1995,Moonee Valley,-37.7791,144.914,Western Metropolitan,6567
3,h,940000,S,5.9,3032,3,3,1,491,127,1950,Moonee Valley,-37.7727,144.9136,Western Metropolitan,6567
3,h,890000,SP,5.9,3032,3,1,1,242,110,1920,Moonee Valley,-37.7765,144.9114,Western Metropolitan,6567
3,h,1180000,SP,5.9,3032,3,2,2,617,149,1930,Moonee Valley,-37.7742,144.906,Western Metropolitan,6567
4,h,1480000,S,5.9,3032,4,2,2,597,180,1939,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567
2,t,865000,SP,5.9,3032,2,2,1,146,132,2015,Moonee Valley,-37.7713,144.9038,Western Metropolitan,6567
2,u,442000,S,5.9,3032,2,1,1,0,62,1975,Moonee Valley,-37.7733,144.9219,Western Metropolitan,6567
3,h,1037500,S,5.9,3032,3,1,2,506,110,1920,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567
3,t,1050000,S,5.9,3032,3,2,2,318,160,2013,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567
2,u,440000,S,5.9,3032,2,1,1,0,65,1970,Moonee Valley,-37.7749,144.9137,Western Metropolitan,6567
4,h,1430000,S,5.9,3032,4,2,0,418,158,1900,Moonee Valley,-37.7766,144.9187,Western Metropolitan,6567
3,h,1130000,S,5.9,3032,3,2,1,272,157,1900,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567
3,h,1135000,S,5.9,3032,3,1,1,296,104,1910,Moonee Valley,-37.777,144.9176,Western Metropolitan,6567
4,h,950000,PI,5.9,3032,4,2,1,298,147,1920,Moonee Valley,-37.7778,144.9131,Western Metropolitan,6567
2,u,390000,PI,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567
4,h,1345000,S,5.9,3032,4,1,1,552,155,1920,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567
3,h,1381500,S,5.9,3032,3,2,2,416,168,1900,Moonee Valley,-37.7727,144.9055,Western Metropolitan,6567
3,h,940000,S,5.9,3032,3,2,2,285,172,2011,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567
3,h,995000,S,5.9,3032,3,2,1,314,177,2010,Moonee Valley,-37.7778,144.9042,Western Metropolitan,6567
3,h,786000,S,5.9,3032,3,2,1,576,120,1940,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567
2,h,705000,PI,5.9,3032,2,1,3,252,108,1910,Moonee Valley,-37.7825,144.9206,Western Metropolitan,6567
2,h,760000,PI,5.9,3032,2,1,1,124,77,1900,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567
3,t,1.00E+06,S,5.9,3032,3,2,2,200,144,2003,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567
3,h,1305000,S,5.9,3032,2,1,1,278,166,1900,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567
3,h,1215000,S,5.9,3032,3,1,1,452,175,1960,Moonee Valley,-37.7762,144.9174,Western Metropolitan,6567
2,u,545000,S,5.9,3032,2,1,2,194,71,1900,Moonee Valley,-37.7772,144.9118,Western Metropolitan,6567
4,h,1705000,S,5.9,3032,4,2,4,598,273,2012,Moonee Valley,-37.7774,144.9104,Western Metropolitan,6567
4,h,2650000,S,11,3147,4,3,2,753,399,2015,Boroondara,-37.8669,145.0767,Southern Metropolitan,3052
3,h,1670000,S,11,3147,3,2,2,599,220,1930,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052
3,t,2050000,S,11,3147,3,3,4,310,315,2014,Boroondara,-37.874,145.0714,Southern Metropolitan,3052
3,h,1555000,S,11,3147,3,2,2,731,149,1935,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052
3,h,1100000,PI,11,3147,3,3,2,276,178,2004,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052
3,h,1337000,S,11,3147,3,1,2,583,112,1950,Boroondara,-37.8685,145.0786,Southern Metropolitan,3052
8,h,2950000,S,11,3147,9,7,4,1472,618,2009,Boroondara,-37.8729,145.0788,Southern Metropolitan,3052
3,h,1518000,S,11,3147,3,2,2,516,145,1920,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052
3,h,1710000,S,11,3147,3,1,2,806,101,1950,Boroondara,-37.8695,145.084,Southern Metropolitan,3052
3,h,1655000,S,11,3147,3,1,3,780,152,1940,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052
4,h,1550000,VB,11,3147,4,2,2,780,180,1938,Boroondara,-37.86,145.0817,Southern Metropolitan,3052
3,h,1662000,S,11,3147,3,2,2,351,228,2006,Boroondara,-37.8742,145.07,Southern Metropolitan,3052
3,h,1665000,S,11,3147,3,2,3,702,145,1945,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052
5,h,3510000,S,11,3147,5,5,2,755,444,2015,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052
3,t,9.00E+05,S,11,3147,3,2,2,153,110,1990,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052
5,h,2752000,S,11,3147,6,4,2,1075,390,2010,Boroondara,-37.8714,145.073,Southern Metropolitan,3052
3,h,1500000,VB,11,3147,3,2,2,710,139,1945,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052
4,h,1800000,S,11,3147,4,2,4,749,206,1950,Boroondara,-37.8669,145.077,Southern Metropolitan,3052
3,h,1830000,S,11,3147,3,2,3,724,168,1940,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052
