Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3,2,812212.4876579046,5,13.5,3042.0,,,,,,,,,,7.0,3464.0
5,1,1576247.1483500302,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
4,1,1306625.2676144838,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
4,1,1306625.2676144838,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,737600.6993561685,2,13.5,3042.0,2.0,1.0,1.0,620.0,,,22.0,-37.7173,144.8872,7.0,3464.0
4,1,977404.7787388265,2,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,,22.0,-37.7259,144.8792,7.0,3464.0
6,1,1652064.3538939655,4,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,22.0,-37.7239,144.8735,7.0,3464.0
2,2,120596.82591226697,2,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,22.0,-37.7216,144.871,7.0,3464.0
2,3,-56244.592597424984,2,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,22.0,-37.7298,144.8883,7.0,3464.0
3,1,1018992.5212525129,5,13.5,3042.0,,,,,,,,,,7.0,3464.0
2,3,-68190.19421446323,2,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,22.0,-37.7234,144.8792,7.0,3464.0
3,1,863489.3267838955,1,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,22.0,-37.7249,144.8728,7.0,3464.0
3,3,605432.4540632963,5,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,694421.9101532698,2,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,22.0,-37.7217,144.8783,7.0,3464.0
3,2,836226.9751597941,1,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,3,191794.55316078663,2,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,22.0,-37.7302,144.8855,7.0,3464.0
3,3,605432.4540632963,5,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,1043007.0087544024,1,13.5,3042.0,,,,,,,,,,7.0,3464.0
4,1,1306625.2676144838,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
2,3,44558.696358025074,2,13.5,3042.0,2.0,1.0,1.0,192.0,,,22.0,-37.7177,144.8787,7.0,3464.0
3,1,1037003.3868789375,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
5,1,1446016.0741691291,1,13.5,3042.0,3.0,2.0,2.0,596.0,,,22.0,-37.7248,144.8699,7.0,3464.0
4,1,1306625.2676144838,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,2,609593.8490914702,1,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009.0,22.0,-37.727,144.887,7.0,3464.0
2,3,341814.1952032149,4,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,712426.3978509903,2,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,22.0,-37.7186,144.876,7.0,3464.0
2,3,-36293.13430696726,2,13.5,3042.0,2.0,1.0,1.0,164.0,,2003.0,22.0,-37.7218,144.8863,7.0,3464.0
3,1,895468.1628531814,4,13.5,3042.0,3.0,2.0,2.0,657.0,,,22.0,-37.7269,144.8742,7.0,3464.0
2,1,432365.87292563915,2,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,22.0,-37.7187,144.8765,7.0,3464.0
3,1,1078056.0322313905,2,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,22.0,-37.7173,144.8796,7.0,3464.0
3,1,667070.9518745542,2,13.5,3042.0,3.0,1.0,1.0,775.0,,,22.0,-37.7231,144.8835,7.0,3464.0
4,1,1289413.3596503735,2,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,22.0,-37.7263,144.8679,7.0,3464.0
3,1,1037003.3868789375,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,1079197.2331095934,1,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,22.0,-37.7285,144.8694,7.0,3464.0
3,1,827319.4170791507,2,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,22.0,-37.7164,144.8792,7.0,3464.0
3,1,751092.5296072066,2,13.5,3042.0,3.0,1.0,3.0,614.0,,,22.0,-37.7194,144.8827,7.0,3464.0
2,2,542590.6069223583,5,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,2,604676.6930065155,4,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,22.0,-37.7231,144.8802,7.0,3464.0
3,2,651294.1956450641,4,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,22.0,-37.72,144.8776,7.0,3464.0
3,1,630263.7078824341,2,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,22.0,-37.7226,144.8733,7.0,3464.0
3,3,623443.3196896911,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,660390.8130786121,2,13.5,3042.0,3.0,1.0,1.0,623.0,,,22.0,-37.7184,144.882,7.0,3464.0
2,3,43223.51969495416,2,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,,22.0,-37.7202,144.8797,7.0,3464.0
3,1,861258.6091992557,2,13.5,3042.0,3.0,2.0,1.0,212.0,,,22.0,-37.7181,144.8824,7.0,3464.0
3,1,702881.8014345169,2,13.5,3042.0,3.0,1.0,2.0,612.0,,,22.0,-37.7169,144.8815,7.0,3464.0
4,1,1299949.0042240918,2,13.5,3042.0,4.0,3.0,2.0,532.0,,,22.0,-37.7263,144.869,7.0,3464.0
3,1,663703.2335104942,1,13.5,3042.0,3.0,1.0,1.0,585.0,,,22.0,-37.72,144.878,7.0,3464.0
2,3,359825.06082960963,1,13.5,3042.0,,,,,,,,,,7.0,3464.0
2,2,548594.2287978232,4,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,1,1037003.3868789375,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,2,830223.3532842994,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,3,623443.3196896911,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
4,1,905136.3869569004,2,13.5,3042.0,4.0,1.0,2.0,509.0,,,22.0,-37.7261,144.8785,7.0,3464.0
4,1,1123919.3847342432,2,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,22.0,-37.7256,144.8739,7.0,3464.0
3,3,623443.3196896911,2,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,3,629446.941565156,1,13.5,3042.0,,,,,,,,,,7.0,3464.0
3,2,818216.1095333695,4,13.5,3042.0,,,,,,,,,,7.0,3464.0
2,1,1431306.0239249468,2,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,26.0,-37.8459,144.9555,6.0,3280.0
2,1,1268700.982215017,2,3.3,3206.0,2.0,1.0,0.0,159.0,,,26.0,-37.845,144.9538,6.0,3280.0
3,1,1864969.438136965,1,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,26.0,-37.8481,144.9499,6.0,3280.0
3,1,1850690.8335775435,2,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,26.0,-37.8452,144.9488,6.0,3280.0
2,1,1429566.6114910245,2,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,26.0,-37.8431,144.9565,6.0,3280.0
2,1,1499805.0399258435,2,3.3,3206.0,1.0,1.0,0.0,147.0,,1900.0,26.0,-37.8444,144.9484,6.0,3280.0
2,1,1307078.9952085912,2,3.3,3206.0,2.0,1.0,1.0,167.0,,,26.0,-37.8405,144.9521,6.0,3280.0
4,1,2122954.6305247545,2,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,26.0,-37.8447,144.9523,6.0,3280.0
3,2,1539239.843042463,5,3.3,3206.0,3.0,2.0,2.0,718.0,,,26.0,-37.8443,144.9598,6.0,3280.0
3,1,1614013.1781702936,5,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,26.0,-37.8415,144.952,6.0,3280.0
3,1,1707031.9378069043,2,3.3,3206.0,,,,,,,,,,6.0,3280.0
2,1,1473907.3270754814,2,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,26.0,-37.8422,144.9554,6.0,3280.0
3,1,1495765.289319396,5,3.3,3206.0,3.0,1.0,1.0,253.0,,,26.0,-37.8443,144.9579,6.0,3280.0
3,1,1874972.4997267127,2,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,26.0,-37.8421,144.9571,6.0,3280.0
2,1,1268129.2194175124,1,3.3,3206.0,2.0,1.0,0.0,240.0,,,26.0,-37.8379,144.9539,6.0,3280.0
3,1,1929671.4867410362,2,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,26.0,-37.8415,144.9585,6.0,3280.0
5,1,2106314.502947688,2,3.3,3206.0,5.0,2.0,1.0,237.0,,,26.0,-37.8436,144.9557,6.0,3280.0
3,1,1457589.247399062,2,3.3,3206.0,3.0,1.0,0.0,129.0,,,26.0,-37.8422,144.949,6.0,3280.0
3,1,1664136.308655858,2,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,26.0,-37.8451,144.9511,6.0,3280.0
2,1,1263384.7097995877,2,3.3,3206.0,2.0,1.0,0.0,288.0,,,26.0,-37.8407,144.9523,6.0,3280.0
3,1,1708006.6843256354,2,3.3,3206.0,3.0,2.0,1.0,228.0,,,26.0,-37.8445,144.9501,6.0,3280.0
2,1,1448139.2155087888,2,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,26.0,-37.8443,144.9481,6.0,3280.0
2,1,1453682.9489062726,2,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,26.0,-37.8424,144.9562,6.0,3280.0
3,1,1864137.8791047633,5,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,26.0,-37.847,144.9575,6.0,3280.0
3,1,1632527.8009992242,2,3.3,3206.0,3.0,1.0,0.0,209.0,,1900.0,26.0,-37.8468,144.9546,6.0,3280.0
3,1,1860118.3559331298,2,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,26.0,-37.8473,144.9551,6.0,3280.0
4,1,2234436.7256715,5,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,26.0,-37.8467,144.9475,6.0,3280.0
2,3,900499.091799289,2,3.3,3206.0,2.0,1.0,1.0,0.0,,,26.0,-37.846,144.9542,6.0,3280.0
3,1,1731900.3968381286,4,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,26.0,-37.8427,144.9546,6.0,3280.0
3,1,1704306.2384028137,1,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,26.0,-37.8461,144.9528,6.0,3280.0
1,3,635379.6788267493,2,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,26.0,-37.8421,144.9517,6.0,3280.0
4,1,2056933.2236044407,2,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,26.0,-37.8477,144.9558,6.0,3280.0
2,1,1267434.369351089,2,3.3,3206.0,2.0,1.0,0.0,136.0,,,26.0,-37.846,144.9517,6.0,3280.0
3,1,1503352.556898445,2,3.3,3206.0,3.0,1.0,1.0,202.0,,,26.0,-37.8429,144.9493,6.0,3280.0
3,1,1915116.9886150658,2,3.3,3206.0,3.0,3.0,1.0,0.0,,,26.0,-37.8415,144.9585,6.0,3280.0
3,1,1749617.808106333,2,3.3,3206.0,3.0,2.0,2.0,325.0,,,26.0,-37.8413,144.95,6.0,3280.0
4,1,2189667.2666711807,2,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,26.0,-37.8434,144.9495,6.0,3280.0
2,3,1029853.6117576063,1,3.3,3206.0,,,,,,,,,,6.0,3280.0
2,1,1304734.2620625198,2,3.3,3206.0,2.0,1.0,1.0,162.0,,,26.0,-37.8416,144.9488,6.0,3280.0
2,1,1444479.1235640645,2,3.3,3206.0,2.0,1.0,0.0,79.0,68.0,1890.0,26.0,-37.8387,144.9519,6.0,3280.0
3,1,1672603.028271526,2,3.3,3206.0,3.0,2.0,0.0,152.0,,,26.0,-37.8488,144.9551,6.0,3280.0
3,1,1941848.2273499072,1,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,26.0,-37.8448,144.9453,6.0,3280.0
3,1,1894712.3727701604,5,3.3,3206.0,3.0,3.0,1.0,0.0,,,26.0,-37.8399,144.9577,6.0,3280.0
1,1,1222063.7304532528,2,3.3,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,26.0,-37.8411,144.9497,6.0,3280.0
4,1,1919225.4958032668,2,6.4,3078.0,3.0,2.0,4.0,853.0,263.0,1930.0,7.0,-37.7707,145.0318,3.0,2211.0
3,1,1252698.455241114,2,6.4,3078.0,3.0,2.0,2.0,208.0,,2013.0,32.0,-37.7854,145.0325,3.0,2211.0
3,1,1459188.6045655608,2,6.4,3078.0,3.0,2.0,2.0,411.0,,,7.0,-37.7713,145.0279,3.0,2211.0
2,3,646183.8290087283,1,6.4,3078.0,,,,,,,,,,3.0,2211.0
3,2,1104574.8777124882,4,6.4,3078.0,,,,,,,,,,3.0,2211.0
4,1,1720797.3091364205,2,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,7.0,-37.7717,145.031,3.0,2211.0
5,1,2490081.1246172786,2,6.4,3078.0,5.0,4.0,4.0,809.0,165.0,1910.0,7.0,-37.775,145.0268,3.0,2211.0
2,3,620609.8375923038,2,6.4,3078.0,2.0,1.0,1.0,88.0,60.0,1960.0,7.0,-37.7791,145.0306,3.0,2211.0
2,2,1015456.3940687478,2,6.4,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,7.0,-37.7804,145.0308,3.0,2211.0
2,3,610324.2027453482,2,6.4,3078.0,2.0,1.0,1.0,0.0,,,7.0,-37.7773,145.0314,3.0,2211.0
3,1,1323362.155058056,2,6.4,3078.0,,,,,,,,,,3.0,2211.0
3,1,1683238.9489798844,1,6.4,3078.0,3.0,3.0,2.0,686.0,,,7.0,-37.78,145.0341,3.0,2211.0
3,1,1262689.3393258154,2,6.4,3078.0,3.0,1.0,2.0,592.0,,,7.0,-37.7755,145.0288,3.0,2211.0
2,3,646183.8290087283,1,6.4,3078.0,,,,,,,,,,3.0,2211.0
2,3,603248.9096292257,2,6.4,3078.0,2.0,1.0,1.0,183.0,,,7.0,-37.7747,145.0264,3.0,2211.0
4,1,1650611.9831618667,2,6.4,3078.0,4.0,2.0,2.0,606.0,112.0,1970.0,7.0,-37.7743,145.0316,3.0,2211.0
4,1,1563852.2141168714,2,6.4,3078.0,4.0,2.0,2.0,575.0,271.0,2008.0,7.0,-37.7723,145.0319,3.0,2211.0
3,1,1093375.1118121743,4,6.4,3078.0,3.0,1.0,1.0,180.0,131.0,2010.0,7.0,-37.7802,145.0243,3.0,2211.0
2,3,601356.034245193,5,6.4,3078.0,2.0,1.0,1.0,0.0,60.0,1960.0,7.0,-37.7773,145.0314,3.0,2211.0
2,2,800404.3832118213,4,6.4,3078.0,0.0,1.0,0.0,0.0,,,32.0,-37.7848,145.025,3.0,2211.0
2,3,604723.3171054125,2,6.4,3078.0,2.0,1.0,1.0,0.0,61.0,1965.0,7.0,-37.7805,145.0262,3.0,2211.0
3,1,1326905.9723761976,2,6.4,3078.0,,,,,,,,-37.7796,145.0285,3.0,2211.0
3,1,1323362.155058056,2,6.4,3078.0,,,,,,,,,,3.0,2211.0
3,1,1305351.2894316316,5,6.4,3078.0,,,,,,,,,,3.0,2211.0
3,1,1161072.9511881173,2,6.4,3078.0,3.0,1.0,2.0,979.0,,,32.0,-37.7792,145.029,3.0,2211.0
2,3,640180.2071332633,2,6.4,3078.0,,,,,,,,,,3.0,2211.0
4,1,1641826.3233436048,4,6.4,3078.0,4.0,2.0,2.0,556.0,272.0,1930.0,32.0,-37.7844,145.0225,3.0,2211.0
3,1,961634.0476062894,4,6.4,3078.0,3.0,0.0,0.0,597.0,,,7.0,-37.7781,145.0284,3.0,2211.0
4,1,1822793.0740427077,2,6.4,3078.0,4.0,2.0,3.0,589.0,210.0,1920.0,7.0,-37.7719,145.0309,3.0,2211.0
3,1,817547.9043902159,5,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,11.0,-37.87,144.825,7.0,5301.0
5,1,1535092.2479127944,2,13.8,3018.0,5.0,3.0,3.0,729.0,268.0,2005.0,11.0,-37.8721,144.8105,7.0,5301.0
2,2,265253.75663360953,2,13.8,3018.0,2.0,1.0,2.0,292.0,125.0,2013.0,11.0,-37.8687,144.8197,7.0,5301.0
3,1,895202.3050146103,2,13.8,3018.0,3.0,1.0,2.0,506.0,120.0,1930.0,11.0,-37.8693,144.8375,7.0,5301.0
4,1,1075764.0688017905,1,13.8,3018.0,4.0,1.0,4.0,655.0,,,11.0,-37.868,144.8154,7.0,5301.0
4,1,1570252.3967865407,4,13.8,3018.0,4.0,3.0,6.0,1057.0,220.0,1962.0,11.0,-37.8681,144.819,7.0,5301.0
3,3,466859.32787027955,2,13.8,3018.0,2.0,1.0,2.0,311.0,94.0,1955.0,11.0,-37.8702,144.8143,7.0,5301.0
2,3,118255.96195399761,4,13.8,3018.0,2.0,1.0,1.0,65.0,,,11.0,-37.8693,144.8171,7.0,5301.0
3,1,736541.7643904984,5,13.8,3018.0,3.0,1.0,1.0,602.0,123.0,1955.0,11.0,-37.8616,144.8116,7.0,5301.0
3,1,732315.0871416032,2,13.8,3018.0,3.0,1.0,1.0,530.0,,,11.0,-37.8594,144.817,7.0,5301.0
2,3,289954.7440006137,5,13.8,3018.0,,,,,,,,,,7.0,5301.0
2,3,82544.44441154599,2,13.8,3018.0,2.0,1.0,1.0,225.0,93.0,1988.0,11.0,-37.8696,144.827,7.0,5301.0
3,1,909126.0980637074,2,13.8,3018.0,3.0,1.0,4.0,777.0,22.0,1953.0,11.0,-37.8697,144.8249,7.0,5301.0
3,2,692637.7233491242,4,13.8,3018.0,3.0,2.0,2.0,280.0,,1997.0,11.0,-37.8734,144.8143,7.0,5301.0
2,3,66104.94201728702,2,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,11.0,-37.8686,144.8182,7.0,5301.0
4,1,1187511.0370674431,2,13.8,3018.0,4.0,2.0,2.0,695.0,,,11.0,-37.8733,144.8147,7.0,5301.0
2,3,137018.7306200266,2,13.8,3018.0,2.0,1.0,2.0,115.0,57.0,1980.0,11.0,-37.871,144.8185,7.0,5301.0
3,3,579819.4974236786,2,13.8,3018.0,3.0,2.0,2.0,230.0,,,11.0,-37.8646,144.827,7.0,5301.0
3,2,770782.165373385,2,13.8,3018.0,3.0,2.0,2.0,197.0,152.0,,11.0,-37.8579,144.8181,7.0,5301.0
2,3,135418.21404847503,4,13.8,3018.0,2.0,1.0,1.0,0.0,65.0,1965.0,11.0,-37.8678,144.8384,7.0,5301.0
2,3,129043.41682741046,4,13.8,3018.0,2.0,1.0,1.0,0.0,,,11.0,-37.8659,144.831,7.0,5301.0
4,1,1017300.5416835546,2,13.8,3018.0,4.0,1.0,2.0,745.0,130.0,1950.0,11.0,-37.8658,144.8155,7.0,5301.0
3,1,991147.5575518012,2,13.8,3018.0,,,,,,,,,,7.0,5301.0
3,2,769800.1568826735,4,13.8,3018.0,3.0,2.0,2.0,211.0,176.0,,11.0,-37.8698,144.816,7.0,5301.0
3,2,772360.2802062631,4,13.8,3018.0,,,,,,,,,,7.0,5301.0
3,3,407031.0901376307,4,13.8,3018.0,3.0,2.0,1.0,69.0,141.0,2014.0,11.0,-37.868,144.8286,7.0,5301.0
3,2,784367.5239571929,2,13.8,3018.0,,,,,,,,,,7.0,5301.0
3,1,876747.1405146718,2,13.8,3018.0,3.0,1.0,4.0,625.0,,1960.0,11.0,-37.8611,144.8114,7.0,5301.0
2,3,120145.16593155265,4,13.8,3018.0,2.0,1.0,1.0,168.0,,,11.0,-37.8676,144.8202,7.0,5301.0
